index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
19160,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,37.8,8.92876712328767,1,0,1,0,High skill tech staff,4.0,9.0,0.0
19161,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,51.26849315068493,9.936986301369863,1,1,0,0,No job,2.0,32.0,2.0
19162,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,67.57534246575342,0.0,1,0,0,0,No job,2.0,52.0,2.0
19163,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,51.28493150684932,4.035616438356165,1,1,1,0,Laborers,3.0,19.0,2.0
19164,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,51.723287671232875,0.0,1,0,0,0,No job,2.0,27.0,2.0
19165,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,45.73424657534247,18.295890410958904,1,0,0,0,No job,2.0,41.0,2.0
19166,F,N,Y,1,120150.0,Working,Higher education,Married,House / apartment,25.443835616438356,3.9232876712328766,1,1,0,0,Core staff,3.0,29.0,2.0
19167,F,N,Y,1,117000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.46849315068493,1.2602739726027397,1,0,0,0,No job,3.0,3.0,0.0
19168,M,N,Y,0,99000.0,Working,Secondary / secondary special,Separated,House / apartment,49.18356164383562,11.194520547945206,1,0,0,0,No job,1.0,15.0,2.0
19169,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,58.47397260273973,14.936986301369863,1,0,1,0,Managers,2.0,25.0,1.0
19170,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,56.558904109589044,10.610958904109589,1,0,0,0,Medicine staff,2.0,15.0,2.0
19171,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,62.94794520547945,0.0,1,0,0,0,No job,1.0,12.0,0.0
19172,M,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,54.81643835616438,15.301369863013699,1,0,0,0,Security staff,2.0,5.0,2.0
19173,F,N,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39.79178082191781,3.347945205479452,1,0,0,1,No job,2.0,19.0,2.0
19174,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,32.71506849315068,7.561643835616438,1,0,0,0,No job,3.0,13.0,2.0
19175,F,Y,N,0,157500.0,Working,Incomplete higher,Single / not married,House / apartment,31.24931506849315,8.432876712328767,1,1,0,0,Managers,1.0,48.0,0.0
19176,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,43.131506849315066,5.6219178082191785,1,0,1,0,Laborers,2.0,38.0,2.0
19177,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,60.58082191780822,23.263013698630136,1,0,0,0,Private service staff,2.0,15.0,2.0
19178,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,29.17808219178082,8.665753424657535,1,0,0,0,Accountants,3.0,32.0,2.0
19179,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.69041095890411,2.180821917808219,1,0,0,0,Laborers,3.0,34.0,1.0
19180,F,N,N,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.9041095890411,4.931506849315069,1,0,0,0,Managers,2.0,56.0,0.0
19181,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,50.21095890410959,19.96712328767123,1,1,0,0,Laborers,2.0,41.0,2.0
19182,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.24657534246575,9.523287671232877,1,0,0,0,Drivers,2.0,30.0,1.0
19183,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,51.728767123287675,8.638356164383561,1,1,0,0,Cooking staff,2.0,58.0,2.0
19184,M,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.13972602739726,0.0,1,0,0,0,No job,2.0,1.0,1.0
19185,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,45.21369863013699,5.619178082191781,1,0,0,0,No job,2.0,5.0,2.0
19186,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,53.41095890410959,4.597260273972603,1,0,1,0,Accountants,2.0,15.0,2.0
19187,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.51780821917808,8.860273972602739,1,0,0,0,Laborers,1.0,27.0,1.0
19188,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,62.320547945205476,0.0,1,0,0,0,No job,2.0,3.0,1.0
19189,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,49.25753424657534,4.882191780821918,1,1,0,0,Laborers,1.0,21.0,2.0
19190,F,N,Y,3,37800.0,Pensioner,Secondary / secondary special,Married,House / apartment,35.654794520547945,0.0,1,0,0,0,No job,5.0,1.0,1.0
19191,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,45.33698630136986,3.6986301369863015,1,0,0,0,Core staff,2.0,20.0,2.0
19192,M,Y,Y,2,337500.0,State servant,Secondary / secondary special,Married,Office apartment,35.553424657534244,10.876712328767123,1,0,0,0,Laborers,4.0,30.0,1.0
19193,F,Y,Y,2,225000.0,State servant,Incomplete higher,Married,House / apartment,40.14520547945205,22.112328767123287,1,0,0,0,No job,4.0,39.0,2.0
19194,F,N,Y,0,155250.0,Working,Secondary / secondary special,Separated,House / apartment,53.205479452054796,6.210958904109589,1,1,0,0,Laborers,1.0,43.0,2.0
19195,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.47397260273973,0.0,1,0,0,0,No job,2.0,46.0,2.0
19196,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,32.11780821917808,5.013698630136986,1,1,0,1,No job,2.0,52.0,1.0
19197,F,Y,Y,0,103500.0,State servant,Higher education,Separated,House / apartment,46.95342465753425,22.115068493150684,1,1,1,0,Core staff,1.0,33.0,2.0
19198,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,31.575342465753426,4.427397260273972,1,0,0,0,Managers,3.0,21.0,2.0
19199,M,Y,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,47.64109589041096,5.789041095890411,1,0,0,0,Drivers,2.0,47.0,2.0
19200,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.93424657534246,0.0,1,0,1,0,No job,2.0,5.0,1.0
19201,M,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,28.284931506849315,1.4054794520547946,1,1,1,0,Laborers,2.0,45.0,2.0
19202,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.394520547945206,14.123287671232877,1,0,0,0,Laborers,3.0,14.0,2.0
19203,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,33.75890410958904,10.183561643835617,1,0,0,0,Core staff,2.0,18.0,2.0
19204,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,30.106849315068494,0.3698630136986301,1,1,1,0,No job,3.0,12.0,2.0
19205,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.27945205479452,0.0,1,0,1,0,No job,1.0,12.0,1.0
19206,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.51780821917808,8.860273972602739,1,0,0,0,Laborers,1.0,37.0,1.0
19207,F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,64.34520547945205,0.0,1,0,0,0,No job,2.0,18.0,2.0
19208,F,Y,N,0,90000.0,Pensioner,Higher education,Widow,House / apartment,66.32876712328768,0.0,1,0,0,0,No job,1.0,30.0,2.0
19209,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39.12054794520548,8.052054794520547,1,0,0,0,Sales staff,1.0,51.0,2.0
19210,F,N,N,0,225000.0,State servant,Secondary / secondary special,Single / not married,Office apartment,40.94794520547945,10.180821917808219,1,0,0,0,No job,1.0,1.0,1.0
19211,F,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,30.43013698630137,0.3561643835616438,1,0,0,0,Sales staff,3.0,7.0,2.0
19212,F,N,Y,0,175500.0,Commercial associate,Higher education,Married,House / apartment,41.775342465753425,6.101369863013699,1,1,1,0,Managers,2.0,24.0,2.0
19213,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,44.654794520547945,1.7945205479452055,1,0,0,0,Managers,2.0,8.0,2.0
19214,M,Y,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,51.775342465753425,3.621917808219178,1,0,0,0,No job,2.0,45.0,1.0
19215,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,25.835616438356166,3.2739726027397262,1,1,0,0,Sales staff,3.0,8.0,2.0
19216,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.205479452054796,5.301369863013699,1,0,0,0,Core staff,1.0,36.0,2.0
19217,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.64657534246575,0.0,1,0,0,0,No job,1.0,2.0,1.0
19218,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,50.413698630136984,5.887671232876713,1,0,0,0,Laborers,2.0,10.0,2.0
19219,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,60.76438356164383,20.882191780821916,1,0,0,0,Managers,2.0,7.0,0.0
19220,F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,40.46027397260274,5.843835616438356,1,1,1,1,Core staff,4.0,11.0,0.0
19221,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,35.64657534246575,5.35068493150685,1,0,0,0,Sales staff,3.0,9.0,1.0
19222,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,48.56438356164384,1.9397260273972603,1,0,1,1,Core staff,3.0,22.0,2.0
19223,M,N,N,3,126000.0,Working,Secondary / secondary special,Civil marriage,With parents,33.07397260273972,3.8958904109589043,1,0,0,1,No job,5.0,2.0,1.0
19224,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.394520547945206,2.5342465753424657,1,1,1,0,Drivers,3.0,22.0,1.0
19225,M,Y,N,1,202500.0,Working,Incomplete higher,Married,House / apartment,32.178082191780824,0.6328767123287671,1,1,0,0,Drivers,3.0,1.0,0.0
19226,F,Y,N,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.04931506849315,0.0,1,0,1,0,No job,2.0,11.0,2.0
19227,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,39.942465753424656,0.5068493150684932,1,0,1,0,Laborers,2.0,52.0,2.0
19228,F,N,Y,0,112500.0,Working,Incomplete higher,Single / not married,House / apartment,22.5013698630137,0.9506849315068493,1,0,0,0,Sales staff,1.0,17.0,0.0
19229,F,Y,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,50.43561643835616,9.53972602739726,1,0,0,0,Sales staff,2.0,53.0,2.0
19230,F,N,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.26575342465753,0.0,1,0,0,0,No job,2.0,29.0,2.0
19231,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,56.443835616438356,0.3780821917808219,1,0,0,0,Cooking staff,2.0,9.0,1.0
19232,F,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,28.054794520547944,4.353424657534247,1,1,0,0,No job,1.0,54.0,2.0
19233,M,N,Y,1,117000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,42.013698630136986,4.298630136986302,1,0,0,0,Laborers,3.0,13.0,2.0
19234,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.986301369863014,4.608219178082192,1,0,1,0,Sales staff,3.0,3.0,1.0
19235,F,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.96986301369863,0.0,1,0,1,0,No job,2.0,9.0,2.0
19236,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.863013698630137,6.016438356164383,1,1,1,0,Cooking staff,2.0,28.0,0.0
19237,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.701369863013696,0.0,1,0,1,0,No job,2.0,13.0,2.0
19238,F,N,Y,1,202500.0,Commercial associate,Higher education,Civil marriage,House / apartment,38.54520547945206,8.473972602739726,1,0,0,1,Accountants,3.0,47.0,2.0
19239,F,Y,N,1,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.753424657534246,4.523287671232877,1,0,0,0,Accountants,2.0,37.0,1.0
19240,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,32.654794520547945,4.895890410958904,1,0,1,0,Accountants,2.0,17.0,1.0
19241,F,Y,N,2,157500.0,Commercial associate,Higher education,Married,House / apartment,36.95342465753425,10.2,1,0,0,0,No job,4.0,38.0,2.0
19242,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,39.14520547945205,2.4054794520547946,1,0,0,0,Laborers,1.0,15.0,0.0
19243,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.64931506849315,0.0,1,0,0,0,No job,2.0,5.0,1.0
19244,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,41.797260273972604,9.016438356164384,1,0,0,0,Laborers,1.0,42.0,2.0
19245,F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,28.46027397260274,6.676712328767123,1,0,0,0,No job,2.0,7.0,2.0
19246,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,55.76438356164383,4.994520547945205,1,0,1,0,Managers,2.0,36.0,2.0
19247,F,Y,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,31.75068493150685,0.2,1,0,1,1,Core staff,2.0,29.0,2.0
19248,M,Y,Y,0,116653.5,Commercial associate,Secondary / secondary special,Married,House / apartment,25.397260273972602,4.550684931506849,1,1,1,0,Laborers,2.0,38.0,2.0
19249,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.18356164383562,3.8958904109589043,1,0,0,0,Sales staff,2.0,30.0,0.0
19250,F,N,Y,1,252000.0,State servant,Higher education,Single / not married,House / apartment,43.775342465753425,6.545205479452055,1,0,0,1,Core staff,2.0,12.0,1.0
19251,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,36.50958904109589,10.136986301369863,1,0,0,0,Laborers,3.0,16.0,2.0
19252,M,Y,Y,2,472500.0,Commercial associate,Higher education,Married,House / apartment,48.88767123287671,5.602739726027397,1,0,0,0,Managers,4.0,15.0,2.0
19253,F,N,N,0,135000.0,Working,Incomplete higher,Married,House / apartment,44.90958904109589,5.8054794520547945,1,0,0,0,Core staff,2.0,60.0,2.0
19254,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,49.56164383561644,15.26027397260274,1,1,1,1,High skill tech staff,2.0,19.0,2.0
19255,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,47.37260273972603,14.46027397260274,1,0,0,0,Managers,2.0,8.0,2.0
19256,F,N,Y,1,324000.0,State servant,Higher education,Married,House / apartment,36.93698630136986,13.136986301369863,1,0,0,0,Managers,3.0,56.0,2.0
19257,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,55.18356164383562,10.301369863013699,1,1,1,0,Sales staff,2.0,25.0,2.0
19258,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,34.97260273972603,2.03013698630137,1,0,0,1,Managers,2.0,54.0,2.0
19259,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,60.24931506849315,21.112328767123287,1,1,1,0,Managers,2.0,10.0,1.0
19260,F,Y,Y,0,143100.0,State servant,Higher education,Married,House / apartment,50.41095890410959,27.53972602739726,1,0,0,1,IT staff,2.0,45.0,2.0
19261,F,N,N,0,252000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.36986301369863,0.0,1,0,0,0,No job,1.0,2.0,1.0
19262,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.36164383561644,0.6794520547945205,1,0,1,0,Drivers,3.0,56.0,2.0
19263,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.4027397260274,0.5753424657534246,1,0,0,0,Laborers,2.0,29.0,0.0
19264,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,59.608219178082194,7.410958904109589,1,0,0,0,Drivers,2.0,18.0,2.0
19265,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,37.35068493150685,4.635616438356164,1,0,1,0,Core staff,4.0,26.0,2.0
19266,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.38082191780822,4.019178082191781,1,0,0,0,Laborers,2.0,18.0,2.0
19267,F,Y,N,1,157500.0,Working,Higher education,Married,House / apartment,26.567123287671233,0.7041095890410959,1,0,0,0,Sales staff,3.0,55.0,0.0
19268,M,Y,Y,2,148500.0,Working,Secondary / secondary special,Married,House / apartment,32.0027397260274,1.610958904109589,1,0,0,0,Sales staff,4.0,8.0,1.0
19269,F,Y,Y,1,189000.0,Working,Lower secondary,Married,House / apartment,44.778082191780825,2.367123287671233,1,0,0,1,Core staff,3.0,23.0,2.0
19270,F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,38.74794520547945,5.676712328767123,1,0,0,0,No job,1.0,27.0,2.0
19271,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,62.94794520547945,0.0,1,0,0,0,No job,1.0,4.0,2.0
19272,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,62.73150684931507,4.964383561643835,1,0,0,0,Managers,2.0,37.0,2.0
19273,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,23.08219178082192,0.25753424657534246,1,0,1,0,Sales staff,2.0,6.0,2.0
19274,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,24.38082191780822,6.372602739726028,1,1,1,0,Waiters/barmen staff,2.0,18.0,2.0
19275,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,51.98082191780822,9.01095890410959,1,0,0,0,Laborers,1.0,4.0,0.0
19276,M,Y,N,0,405000.0,Working,Higher education,Married,House / apartment,51.10958904109589,8.767123287671232,1,1,1,0,High skill tech staff,2.0,26.0,0.0
19277,F,N,N,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,54.605479452054794,3.5972602739726027,1,0,0,0,No job,2.0,26.0,2.0
19278,F,N,Y,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,65.91232876712328,0.0,1,0,1,0,No job,2.0,10.0,1.0
19279,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.602739726027394,8.893150684931507,1,0,0,0,No job,2.0,19.0,2.0
19280,F,Y,Y,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.12328767123287,8.767123287671232,1,0,0,1,Laborers,2.0,28.0,2.0
19281,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,47.775342465753425,0.38904109589041097,1,0,0,0,Sales staff,1.0,51.0,2.0
19282,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.75068493150685,0.0,1,0,0,0,No job,2.0,11.0,1.0
19283,M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,50.64109589041096,1.263013698630137,1,0,1,0,Drivers,2.0,7.0,0.0
19284,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25.698630136986303,4.693150684931507,1,1,1,0,No job,1.0,25.0,2.0
19285,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,26.45205479452055,0.4273972602739726,1,0,0,0,No job,1.0,27.0,2.0
19286,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,26.87945205479452,7.7095890410958905,1,1,0,0,Laborers,2.0,18.0,2.0
19287,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,65.09041095890412,0.0,1,0,0,0,No job,2.0,45.0,2.0
19288,F,N,Y,1,130500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45.556164383561644,2.56986301369863,1,0,0,0,Accountants,2.0,20.0,2.0
19289,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.88493150684931,0.5534246575342465,1,0,1,0,No job,2.0,31.0,2.0
19290,F,N,N,0,171000.0,Working,Secondary / secondary special,Separated,Office apartment,44.49589041095891,24.279452054794522,1,1,0,0,Drivers,1.0,7.0,0.0
19291,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.42465753424658,1.6821917808219178,1,0,0,0,No job,4.0,13.0,2.0
19292,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.10958904109589,0.0,1,0,1,0,No job,2.0,39.0,2.0
19293,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,30.991780821917807,1.2931506849315069,1,0,0,1,Sales staff,3.0,38.0,0.0
19294,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.49589041095891,3.441095890410959,1,0,0,0,Cooking staff,2.0,3.0,1.0
19295,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,26.742465753424657,2.33972602739726,1,1,1,0,Laborers,4.0,20.0,2.0
19296,F,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,56.556164383561644,17.687671232876713,1,0,0,1,Core staff,2.0,37.0,1.0
19297,F,N,Y,0,148500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,59.602739726027394,3.684931506849315,1,0,0,0,No job,1.0,3.0,1.0
19298,F,Y,Y,1,202500.0,Commercial associate,Higher education,Married,House / apartment,42.73424657534247,4.545205479452055,1,0,0,0,Accountants,3.0,27.0,2.0
19299,F,N,Y,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,43.63013698630137,9.136986301369863,1,1,1,0,Sales staff,2.0,35.0,2.0
19300,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,28.50958904109589,7.6,1,0,0,1,Core staff,3.0,35.0,2.0
19301,F,Y,N,1,306000.0,Working,Higher education,Married,House / apartment,25.506849315068493,4.597260273972603,1,0,0,0,No job,3.0,34.0,2.0
19302,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,53.97808219178082,27.041095890410958,1,1,1,0,No job,2.0,6.0,2.0
19303,F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,54.131506849315066,5.046575342465753,1,0,1,0,High skill tech staff,1.0,6.0,2.0
19304,F,N,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,28.92054794520548,3.778082191780822,1,0,0,0,Managers,3.0,6.0,1.0
19305,F,Y,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,39.723287671232875,7.835616438356165,1,0,0,0,Accountants,3.0,35.0,1.0
19306,F,N,Y,0,130500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,23.106849315068494,0.8821917808219178,1,0,0,0,Accountants,1.0,9.0,2.0
19307,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.895890410958906,6.583561643835616,1,0,0,0,Sales staff,1.0,50.0,1.0
19308,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.56164383561644,2.347945205479452,1,0,0,0,Laborers,3.0,8.0,2.0
19309,M,N,Y,2,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.51506849315068,0.0,1,0,0,0,No job,4.0,42.0,1.0
19310,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,39.23561643835617,4.210958904109589,1,0,0,0,Drivers,2.0,18.0,2.0
19311,F,N,Y,0,99000.0,Working,Higher education,Single / not married,Municipal apartment,52.136986301369866,7.2027397260273975,1,0,0,0,No job,1.0,47.0,2.0
19312,F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,32.824657534246576,8.123287671232877,1,1,0,0,Accountants,3.0,36.0,1.0
19313,F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,56.26849315068493,15.136986301369863,1,1,0,0,Sales staff,1.0,4.0,2.0
19314,F,N,Y,0,225000.0,Pensioner,Higher education,Widow,House / apartment,65.12602739726027,0.0,1,0,0,0,No job,1.0,4.0,1.0
19315,F,Y,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,34.50410958904109,8.638356164383561,1,0,0,0,No job,2.0,15.0,2.0
19316,F,N,N,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.38630136986301,25.073972602739726,1,0,1,0,Laborers,2.0,12.0,2.0
19317,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.583561643835615,0.0,1,0,1,0,No job,2.0,37.0,2.0
19318,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,47.25753424657534,4.550684931506849,1,1,1,0,No job,2.0,27.0,2.0
19319,M,Y,Y,1,225000.0,Working,Incomplete higher,Married,House / apartment,36.178082191780824,0.6794520547945205,1,0,0,0,Managers,3.0,35.0,0.0
19320,M,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,47.104109589041094,3.115068493150685,1,0,0,0,Laborers,3.0,48.0,2.0
19321,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,56.558904109589044,10.610958904109589,1,0,0,0,Medicine staff,2.0,5.0,2.0
19322,M,N,Y,0,135000.0,State servant,Higher education,Married,House / apartment,52.364383561643834,7.715068493150685,1,0,1,0,Core staff,2.0,46.0,2.0
19323,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,41.515068493150686,8.610958904109589,1,1,1,0,Laborers,2.0,18.0,0.0
19324,F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,61.082191780821915,0.0,1,0,0,0,No job,2.0,5.0,1.0
19325,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,49.21095890410959,25.523287671232875,1,0,0,0,No job,2.0,9.0,2.0
19326,F,N,N,0,351000.0,Commercial associate,Higher education,Married,House / apartment,59.106849315068494,2.9616438356164383,1,0,1,0,No job,2.0,5.0,2.0
19327,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.13150684931507,0.0,1,0,0,0,No job,2.0,11.0,2.0
19328,M,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.59178082191781,11.523287671232877,1,1,1,0,Drivers,3.0,30.0,2.0
19329,M,Y,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,26.827397260273973,1.0,1,0,0,0,Sales staff,3.0,15.0,2.0
19330,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,29.172602739726027,3.8164383561643835,1,1,1,0,Core staff,3.0,53.0,1.0
19331,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35.54520547945206,6.517808219178082,1,0,0,0,Laborers,4.0,16.0,2.0
19332,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41.56438356164384,4.131506849315069,1,0,0,0,Drivers,3.0,18.0,2.0
19333,F,Y,N,1,184500.0,Working,Higher education,Separated,With parents,36.81643835616438,12.183561643835617,1,1,0,0,Core staff,2.0,-0.0,0.0
